GEOID10,acer_count,acer_count_per_tree_count,acer_height_sum,acer_height_sum_prop,ag_hh_inc,aland10,angio_height_prop,angio_height_prop_cubed,angio_height_sum,arbuscular_height_prop,arbuscular_height_prop_squared,arbuscular_prop,area_hectare,building_per_pix,canopy_per,count_am,cqq,diffuse_count,diffuse_height_prop,diffuse_height_sum,diffuse_prop,genera_dominance,genera_richness,genera_richness_per_hectare,genera_true_evenness,GEOID10,grass_per,health_color,health_color_height_prop,health_color_height_prop_cubed,health_color_squared,imp_per,lst_avg,lst_res,mean_height,mean_height_log,med_hh_inc,muni_id,muni_name,ndvi_avg,ndvi_cv,ndvi_cvA_O,ndvi_cvJ_A,ndvi_res,per_bipoc,percent_angio,percent_angio_cubed,pop_density,quercus_acer_height_sum,quercus_acer_height_sum_prop,quercus_count,quercus_count_per_tree_count,quercus_count_per_tree_sqrt,quercus_height_sum,quercus_height_sum_prop,quercus_height_sum_prop_sqrt,soil_access_count,soil_access_per_tree_count,soil_access_per_tree_count_sqrt,spa,spanm,species_dominance,species_true_evenness,street_tree_count,street_tree_height_sum,street_tree_height_sum_prop,street_tree_percent,stressors_sum,stressors_sum_per_tree_count,stressors_sum_per_tree_count_sqrt,sum_AM_heights,sum_angio,sum_bark_issue,sum_basal_bole,sum_branch_iss,sum_height_per_hectare,sum_heights,sum_heights_per_hectare,sum_size_health_color,t_quality,tax_richness_per_hectare,taxonomic_richness,total_pop,tree_count,tree_count_per_hectare,tree_health_mean,wkt_geom
390351275014006,17,0.11038961,172.5,0.148208609,6889200,19341,0.890626342,0.706458425,1036.6,0.691726093,0.478484988,0.707792208,1.9341,0.195481751,0.181541758,109,-0.162695992,51,0.358621875,417.4,0.331168831,0.078343734,25,12.92590869,0.510570506,3.90351E+14,0.330046659,0.843080357,0.832126364,0.576192824,0.710784489,0.431111894,36.39714834,-0.676121311,7.557792208,2.022579112,-,46,Cleveland,0.496468246,0.161519724,0.135483438,0.076778526,0.024828306,0.986486486,0.890626342,0.706458425,38.26068973,177.1,0.152160839,1,0.006493506,0.080582296,4.6,0.00395223,0.06286676,175,1.136363636,1.066003582,0,Union-Miles,0.064260415,0.471566054,24,200.2,0.172007904,0.155844156,88,0.571428571,0.755928946,805.1,1036.6,16,30,42,601.778605,1163.9,601.778605,968.511875,1.050364959,17.06219947,33,74,154,79.62359754,0.871266234,"MultiPolygon (((-81.6090679999999935 41.45421100000000081, -81.6090679999999935 41.45502899999999613, -81.60654399999999953 41.45505199999999491, -81.60655099999999607 41.4542989999999989, -81.60654799999998943 41.45421599999999529, -81.6090679999999935"
390351410001004,71,0.377659574,657.1,0.471106969,7594400,26810,0.972039002,0.918440598,1355.8,0.885001434,0.783227538,0.861702128,2.681,0.25690423,0.203777443,162,-0.060147234,90,0.545382851,760.7,0.478723404,0.174852875,29,10.81685938,0.197210133,3.90351E+14,0.235860964,0.885605053,0.852564705,0.619700787,0.78429631,0.441485241,38.13845463,0.517347792,7.458823529,2.009397698,22237,35,Cleveland Heights,0.491062137,0.161326475,0.127062831,0.112561239,0.048224706,0.733333333,0.972039002,0.918440598,61.54419993,681.4,0.488528821,3,0.015957447,0.126322788,24.3,0.017421853,0.131991866,319,1.696808511,1.302616026,0,,0.094612947,0.257789707,19,183.6,0.131631775,0.10106383,81,0.430851064,0.656392462,1234.4,1355.8,22,12,47,520.2536367,1394.8,520.2536367,1189.15725,1.074487654,15.29280119,41,165,188,70.1230884,0.904255319,"MultiPolygon (((-81.5768939999999958 41.51510499999999837, -81.57687699999999609 41.51387899999999576, -81.5768279999999919 41.51363599999999821, -81.57677400000000034 41.51344399999999979, -81.5765519999999924 41.5130359999999996, -81.57764399999999227"
390351412001001,35,0.145833333,355,0.183718884,26364200,28962,0.890907209,0.707126999,1721.5,0.569166279,0.323950253,0.633333333,2.8962,0.19854734,0.286207428,152,0.810820031,75,0.335765668,648.8,0.3125,0.074245899,33,11.39424073,0.408144163,3.90351E+14,0.337234597,0.903148438,0.896620284,0.720818092,0.8156771,0.384607087,34.8566255,-0.852096419,8.153164557,2.098406141,101429,35,Cleveland Heights,0.603694824,0.152170521,0.097432449,0.044983624,0.075696359,0.23655914,0.890907209,0.707126999,32.11104206,848.3,0.439010506,34,0.141666667,0.376386326,493.3,0.255291621,0.505263913,386,1.608333333,1.268200825,0,,0.042208645,0.408479812,46,472.1,0.24432024,0.191666667,88,0.366666667,0.605530071,1099.8,1721.5,28,13,47,667.1845867,1932.3,667.1845867,1732.539375,4.108590633,20.02624128,58,93,240,82.8672053,0.9334375,"MultiPolygon (((-81.57390800000000297 41.50686499999999768, -81.57013700000000256 41.50687800000000038, -81.57012899999999433 41.50605300000000142, -81.57390699999999129 41.50603499999999713, -81.57390800000000297 41.50686499999999768)))"
390351413001003,75,0.243506494,819.9,0.307354926,65064600,34806,0.891138102,0.707676931,2377.2,0.674201529,0.454547702,0.691558442,3.4806,0.163112938,0.308386942,213,0.687852925,128,0.473309342,1262.6,0.415584416,0.091428026,40,11.49227145,0.273439132,3.90351E+14,0.39086218,0.905813718,0.886536212,0.696769994,0.820498491,0.373293606,34.48822251,-0.784978842,8.803960396,2.175201665,69063,35,Cleveland Heights,0.605864043,0.182986828,0.107639875,0.079865903,0.047233037,0.112676056,0.891138102,0.707676931,20.39878182,1192.3,0.446956065,29,0.094155844,0.306848243,372.4,0.13960114,0.373632359,363,1.178571429,1.085620297,0,,0.035300109,0.398993299,46,455,0.170565302,0.149350649,128,0.415584416,0.644658371,1798.5,2377.2,41,14,73,766.4195828,2667.6,766.4195828,2364.924,2.781190853,20.39878182,71,71,308,88.49049015,0.915503247,"MultiPolygon (((-81.59580099999999447 41.50102899999999551, -81.59587299999999743 41.50040800000000019, -81.59589099999999462 41.50019100000000094, -81.59587199999999996 41.49937999999999505, -81.595799999999997 41.49869100000000088, -81.5958009999999944"
390351414002003,48,0.197530864,681.3,0.304600528,58352700,33633,0.875128538,0.670217153,1957.4,0.658291233,0.433347347,0.670781893,3.3633,0.154247781,0.371936716,163,1.181217277,104,0.461125766,1031.4,0.427983539,0.074687521,39,11.59575417,0.343310705,3.90351E+14,0.39647331,0.908585391,0.871170363,0.661164119,0.825527413,0.357933953,32.13638286,-2.034563783,9.358577406,2.236293292,121250,35,Cleveland Heights,0.644575404,0.181123488,0.111495407,0.053506815,0.057090854,0.184782609,0.875128538,0.670217153,27.35408676,1041.9,0.465820182,24,0.098765432,0.314269681,360.6,0.161219654,0.401521673,348,1.432098765,1.19670329,0,,0.038317055,0.414254591,51,614.5,0.274735101,0.209876543,106,0.436213992,0.660464981,1472.4,1957.4,23,20,63,665.031368,2236.7,665.031368,1948.54675,4.051738052,18.73160289,63,92,243,72.25046829,0.918209877,"MultiPolygon (((-81.57447100000000262 41.49692399999999992, -81.57101000000000113 41.49695499999999981, -81.57101000000000113 41.49590699999999543, -81.57446999999999093 41.49587599999999554, -81.57447100000000262 41.49692399999999992)))"
390351517002000,30,0.18404908,285.5,0.250306856,8118800,28279,0.926091531,0.794258256,1056.3,0.677713484,0.459295567,0.717791411,2.8279,0.213115616,0.235821533,117,-0.005169932,43,0.325530423,371.3,0.263803681,0.097218563,24,8.486863043,0.42858756,3.90352E+14,0.320087019,0.873473926,0.8561186,0.627482759,0.7629567,0.401030985,37.20005576,0.072754589,7.040740741,1.951713383,-,18,East Cleveland,0.50227593,0.144719276,0.111172806,0.071937381,0.005459712,0.969072165,0.926091531,0.794258256,34.30107147,545.5,0.478257058,20,0.122699387,0.350284722,260,0.227950202,0.477441307,194,1.190184049,1.090955567,0,,0.07749633,0.4032449,0,0,0,0,68,0.417177914,0.645893114,773,1056.3,11,7,50,403.3381661,1140.6,403.3381661,976.488875,0.552442775,11.31581739,32,97,163,57.63994484,0.884969325,"MultiPolygon (((-81.58964600000000189 41.51786999999999495, -81.59289400000000114 41.5198299999999989, -81.59265999999999508 41.52005899999999627, -81.59226300000000265 41.52041099999999574, -81.58910399999999186 41.51847799999999467, -81.589646000000001"
390351525021007,29,0.18125,288.4,0.238919725,16380500,30769,0.821804324,0.555015698,992,0.545439483,0.29750423,0.60625,3.0769,0.149562003,0.240947921,97,0.187080868,73,0.500289951,603.9,0.45625,0.068203125,34,11.05008288,0.431237787,3.90352E+14,0.539735771,0.908266509,0.910499907,0.754813601,0.824948052,0.263226361,35.43887683,-0.241216381,7.639873418,2.033381035,46327,37,Euclid,0.579007236,0.116847905,0.083559839,0.079849919,0.001201398,0.467741935,0.821804324,0.555015698,20.15015113,432.1,0.357965372,11,0.06875,0.262202212,143.7,0.119045647,0.345029921,159,0.99375,0.996870102,0,,0.049765625,0.410085541,19,157.6,0.130560848,0.11875,54,0.3375,0.580947502,658.4,992,19,18,17,392.3104423,1207.1,392.3104423,1099.064438,1.569595314,15.92511944,49,62,160,52.00039,0.931761006,"MultiPolygon (((-81.51766899999999794 41.5969169999999977, -81.51767599999999447 41.594305999999996, -81.51895299999999622 41.5943240000000003, -81.51894599999999969 41.5969169999999977, -81.51766899999999794 41.5969169999999977)))"
390351601002009,33,0.171875,383.9,0.286985124,57341900,29710,0.880840248,0.683425929,1178.3,0.730208567,0.533204551,0.75,2.971,0.2191403,0.271709831,144,-0.068915003,58,0.400837258,536.2,0.302083333,0.069010417,37,12.45371929,0.39163692,3.90352E+14,0.384191295,0.93398112,0.927275781,0.797309155,0.872320732,0.314911742,36.2522175,-0.143585624,7.153475936,1.967598383,103654,2,Lakewood,0.527222045,0.202517714,0.14028666,0.036788636,-0.012195102,0.093959732,0.880840248,0.683425929,50.15146415,557.1,0.41646109,14,0.072916667,0.270030862,173.2,0.129475966,0.35982769,343,1.786458333,1.336584578,0,,0.043348524,0.419433383,39,355.2,0.265530388,0.203125,38,0.197916667,0.444878261,976.8,1178.3,7,16,15,450.2524403,1337.7,450.2524403,1240.416813,-0.784092461,18.51228543,55,149,192,64.62470549,0.951692708,"MultiPolygon (((-81.81681700000000035 41.48823199999999645, -81.82032999999999845 41.48826799999999793, -81.82028900000000249 41.48917999999999751, -81.81679499999999905 41.48914800000000014, -81.81681700000000035 41.48823199999999645)))"
390351605002008,25,0.211864407,230.8,0.296734379,43817100,20898,0.844175881,0.601587521,656.6,0.656724094,0.431286535,0.694915254,2.0898,0.239303927,0.216166709,82,-0.787191231,48,0.446258678,347.1,0.406779661,0.083643802,29,13.87692602,0.41225719,3.90352E+14,0.408589952,0.904782839,0.875112175,0.670179561,0.818631986,0.286110528,36.96744908,0.106179633,6.647863248,1.894295487,47773,2,Lakewood,0.445218633,0.232243109,0.156567692,0.148273521,-0.075543045,0.059405941,0.844175881,0.601587521,48.32998373,307,0.394703008,3,0.025423729,0.159448201,76.2,0.097968629,0.312999408,191,1.618644068,1.272259434,0,,0.048140843,0.51930956,34,260.4,0.334790435,0.288135593,57,0.483050847,0.695018595,510.8,656.6,26,11,20,372.1887262,777.8,372.1887262,680.66225,-3.616887874,19.14058762,40,101,118,56.46473347,0.915466102,"MultiPolygon (((-81.78282000000000096 41.48937199999999592, -81.7828619999999944 41.48848199999999764, -81.78540300000000229 41.48852300000000071, -81.78538299999999595 41.48939800000000133, -81.78282000000000096 41.48937199999999592)))"
390351612003002,16,0.164948454,211.2,0.132231405,13360500,21197,0.403518658,0.065703856,644.5,0.317993989,0.101120177,0.721649485,2.1197,0.24417463,0.181024809,70,-0.571088369,34,0.208802905,333.5,0.350515464,0.076203635,28,13.20941643,0.468669058,3.90352E+14,0.367248088,0.920489691,0.95052459,0.858796112,0.847301271,0.33460536,38.27366866,0.988260034,16.6375,2.811659184,52143,2,Lakewood,0.440516767,0.114531176,0.094777821,0.079587527,-0.045454708,0.060606061,0.403518658,0.065703856,46.70472237,305.4,0.191209617,5,0.051546392,0.227038305,94.2,0.058978212,0.242854302,160,1.649484536,1.284322598,0,,0.044106706,0.581340748,16,116.2,0.072752317,0.164948454,31,0.319587629,0.565320819,507.9,644.5,7,10,14,753.5028542,1597.2,753.5028542,1518.177875,-1.386102473,18.39883002,39,99,97,45.76119262,0.952061856,"MultiPolygon (((-81.80042399999999247 41.47335999999999956, -81.80045599999999695 41.47259499999999832, -81.80340900000000204 41.47263199999999728, -81.80337899999999252 41.47341300000000075, -81.80042399999999247 41.47335999999999956)))"
390351701022009,78,0.342105263,1081.1,0.456025646,46267800,29101,0.781288227,0.476907158,1852.2,0.632724512,0.400340308,0.666666667,2.9101,0.131591214,0.378695486,152,0.706499292,107,0.526679884,1248.6,0.469298246,0.156203303,27,9.278031683,0.237107899,3.90352E+14,0.465440251,0.91359375,0.901762533,0.733291349,0.83465354,0.322761491,33.68555656,0.572918775,10.58348214,2.359294497,86810,14,Lyndhurst,0.621197411,0.150780269,0.0844244,0.035363384,0.006599275,0.082352941,0.781288227,0.476907158,29.20861826,1330.9,0.561395368,16,0.070175439,0.264906471,249.8,0.105369722,0.324607027,315,1.381578947,1.175405865,0,,0.067593006,0.290086864,40,474.4,0.200109672,0.175438596,95,0.416666667,0.645497224,1500,1852.2,12,22,61,814.6455448,2370.7,814.6455448,2137.808438,1.023916013,17.52517096,51,85,228,78.3478231,0.918859649,"MultiPolygon (((-81.47642899999999599 41.5238820000000004, -81.47641000000000133 41.52212799999999504, -81.47644799999999066 41.52190299999999468, -81.47654299999999239 41.52170299999999514, -81.47671400000000119 41.52151800000000037, -81.476961000000002"
390351701024005,33,0.156398104,409.1,0.212221819,22488200,31722,0.906572599,0.745088338,1747.6,0.570576334,0.325557353,0.606635071,3.1722,0.145703786,0.383096738,128,0.668085919,81,0.417284847,804.4,0.383886256,0.077424137,31,9.772397705,0.416640931,3.90352E+14,0.415733193,0.902206754,0.876950381,0.67441165,0.813977026,0.348081015,34.27856757,0.716633925,9.35776699,2.236206693,84833,14,Lyndhurst,0.616439161,0.156780782,0.102565927,0.059914871,0.017479837,0.253731343,0.906572599,0.745088338,21.12098859,727.1,0.377185247,19,0.090047393,0.300078979,318,0.164963428,0.406156901,298,1.412322275,1.188411661,0,,0.049976416,0.384796889,33,273.8,0.142034549,0.156398104,98,0.464454976,0.681509337,1099.9,1747.6,12,34,52,607.6855179,1927.7,607.6855179,1690.49725,0.67644239,16.39240905,52,67,211,66.51535212,0.916943128,"MultiPolygon (((-81.49197900000000061 41.51990800000000092, -81.49208099999999888 41.51990699999999634, -81.49209899999999607 41.52154600000000073, -81.49210000000000775 41.52265500000000031, -81.49084599999999057 41.52265500000000031, -81.49084499999999"
390351833005010,25,0.080128205,272.8,0.128594325,83267800,27795,0.872725559,0.664711335,1851.4,0.710097106,0.5042379,0.737179487,2.7795,0.130282255,0.357919203,230,0.928390661,102,0.300461959,637.4,0.326923077,0.046225742,41,14.75085447,0.527633366,3.90352E+14,0.420870335,0.942730369,0.931395423,0.807983139,0.888740548,0.376223339,32.5350415,-1.005716539,6.955409836,1.93951975,229107,27,Shaker Heights,0.634017709,0.149439396,0.10561358,0.031966371,0.043370241,0.018867925,0.872725559,0.664711335,19.06817773,452.8,0.213443952,13,0.041666667,0.204124145,180,0.084849628,0.291289594,280,0.897435897,0.947330933,0,,0.0319579,0.496685205,45,495.6,0.233619308,0.144230769,78,0.25,0.5,1506.4,1851.4,8,45,25,763.2307969,2121.4,763.2307969,1975.86225,2.907521756,22.66594711,63,53,312,112.2504047,0.954807692,"MultiPolygon (((-81.51841699999999946 41.48533700000000124, -81.51870000000000971 41.48494799999999572, -81.51885500000000206 41.48461400000000054, -81.51888900000000149 41.48435200000000123, -81.51891399999999521 41.48393199999999581, -81.51935399999999"
390351833005013,18,0.089552239,190.7,0.109465588,83267800,23752,0.65375122,0.279407164,1138.9,0.441019459,0.194498163,0.567164179,2.3752,0.115482506,0.341024869,114,1.136484112,65,0.349233683,608.4,0.323383085,0.050271033,35,14.73560121,0.568347753,3.90352E+14,0.415836062,0.937977387,0.918145701,0.773989047,0.879801578,0.408918316,32.54598364,-1.239947651,8.798484848,2.17457953,229107,27,Shaker Heights,0.647163436,0.119744699,0.08168206,0.044877493,0.065338691,0.196078431,0.65375122,0.279407164,21.47187605,294.2,0.168876643,10,0.049751244,0.223049868,103.5,0.059411056,0.243743832,225,1.119402985,1.058018424,0,,0.03428133,0.520899948,24,245.8,0.141094082,0.119402985,52,0.258706468,0.508631957,768.3,1138.9,6,16,30,733.4540249,1742.1,733.4540249,1599.501625,4.605143564,23.57696194,56,51,201,84.62445268,0.951507538,"MultiPolygon (((-81.51878299999999911 41.4837530000000001, -81.52003200000000049 41.48347499999999854, -81.52099900000000332 41.48339299999999952, -81.52216799999999353 41.4834199999999953, -81.52167899999999179 41.48442399999999708, -81.5202230000000014"
390351833005015,29,0.073047859,294.2,0.097552888,83267800,29365,0.557397705,0.17317912,1681,0.598580808,0.358298983,0.667506297,2.9365,0.11425742,0.295801207,265,0.820170117,66,0.176072684,531,0.166246851,0.107654831,38,12.94057552,0.244445969,3.90352E+14,0.474332132,0.910869018,0.911330721,0.756881746,0.829682367,0.363416212,32.47489946,-1.431193022,7.812953368,2.055783044,229107,27,Shaker Heights,0.643271427,0.125164561,0.103662388,0.08899715,0.06076984,0.1,0.557397705,0.17317912,17.02707305,432.1,0.143278732,10,0.025188917,0.158710166,137.9,0.045725844,0.213836021,440,1.108312343,1.052764144,0,,0.066817162,0.258038188,44,460.8,0.152795278,0.110831234,114,0.287153652,0.535867197,1805.2,1681,15,49,50,1027.004938,3015.8,1027.004938,2748.391188,3.909638079,19.75140473,58,50,397,135.19496,0.930541562,"MultiPolygon (((-81.52406599999999059 41.48274999999999579, -81.5246349999999893 41.48280099999999493, -81.52510800000000302 41.48280099999999493, -81.5254499999999922 41.48275499999999738, -81.52583699999999567 41.48268199999999695, -81.5265849999999971"
390351834011003,107,0.296398892,1113.6,0.384530387,32535200,28621,0.893991713,0.714497114,2589,0.708563536,0.502062284,0.742382271,2.8621,0.120035279,0.32532334,268,0.819530716,161,0.50535221,1463.5,0.44598338,0.118660466,39,13.62635827,0.216087349,3.90352E+14,0.500648912,0.946232639,0.937106569,0.822937679,0.895356207,0.321435819,32.96162253,-0.833401112,8.112044818,2.093349972,51711,27,Shaker Heights,0.652051763,0.147859146,0.098951086,0.05831274,0.047791972,0.131578947,0.893991713,0.714497114,26.55392893,1385.7,0.478487569,20,0.055401662,0.235375577,272.1,0.093957182,0.306524358,407,1.127423823,1.061802158,0,,0.059813988,0.25720765,56,539,0.186118785,0.155124654,99,0.274238227,0.523677598,2052,2589,22,35,42,1011.84445,2896,1011.84445,2713.860625,3.120958578,22.71059711,65,76,361,126.1311624,0.953819444,"MultiPolygon (((-81.57044599999998979 41.47134799999999899, -81.569240999999991 41.47032099999999843, -81.56907699999999295 41.47015700000000038, -81.56894899999998927 41.46999199999999774, -81.56889300000000276 41.46978699999999662, -81.5689089999999907"
390351835021001,63,0.188622754,863.5,0.293089403,44629100,34476,0.896035571,0.719408811,2639.9,0.651449325,0.424386222,0.667664671,3.4476,0.155110709,0.395263351,223,1.152384054,155,0.535231824,1576.9,0.464071856,0.088325225,39,11.31221719,0.290302409,3.90352E+14,0.382667249,0.934283308,0.914194322,0.764039056,0.8728853,0.360839765,32.39027668,-1.303818243,9.093209877,2.207527968,94400,27,Shaker Heights,0.655402326,0.174101495,0.123608317,0.040463765,0.063805601,0.115702479,0.896035571,0.719408811,35.09687899,1293.2,0.438938293,25,0.074850299,0.273587828,429.7,0.14584889,0.381901676,510,1.526946108,1.235696608,0,,0.057201011,0.273159506,75,719.6,0.244246826,0.224550898,141,0.422155689,0.649735091,1919.3,2639.9,35,35,71,854.5654948,2946.2,854.5654948,2693.399313,3.258612335,18.56363847,64,121,334,96.87898828,0.94491018,"MultiPolygon (((-81.5551889999999986 41.46796399999999494, -81.55525799999999492 41.46801800000000071, -81.55543600000000026 41.46822399999999931, -81.55552500000000293 41.46841899999999725, -81.55557999999999197 41.46858299999999531, -81.555634999999995"
390351836061006,53,0.277486911,539.4,0.35271039,20996200,20713,0.908454849,0.749738895,1389.3,0.682272935,0.465496358,0.743455497,2.0713,0.186654466,0.262577601,142,0.250994875,96,0.531092657,812.2,0.502617801,0.104819945,38,18.3459663,0.251057082,3.90352E+14,0.372577525,0.931034031,0.929115445,0.802064027,0.866824368,0.37430504,34.9306893,-0.364605308,8.134574468,2.096123431,44432,27,Shaker Heights,0.550662553,0.171682612,0.112046796,0.059043238,0.019965563,0.540229885,0.908454849,0.749738895,42.00260706,744.2,0.486627869,16,0.083769634,0.289429842,204.8,0.133917479,0.365947371,252,1.319371728,1.148639076,0,,0.072520776,0.281411266,47,395.6,0.258680442,0.246073298,63,0.329842932,0.574319538,1043.4,1389.3,20,16,27,738.3285859,1529.3,738.3285859,1420.89625,1.378033699,23.65664076,49,87,191,92.21262009,0.939267016,"MultiPolygon (((-81.54933499999999924 41.46340800000000115, -81.54933499999999924 41.46125899999999831, -81.54960899999998958 41.4613689999999977, -81.55052899999999738 41.46186000000000149, -81.55053999999999803 41.46340800000000115, -81.549334999999999"
390351881031004,41,0.266233766,473.3,0.310564304,16554400,28381,0.862795276,0.642278338,1314.9,0.677230971,0.458641788,0.720779221,2.8381,0.111016536,0.266205939,111,-0.037294682,62,0.444750656,677.8,0.402597403,0.109829553,24,8.45636165,0.379375729,3.90352E+14,0.491906988,0.900527597,0.882256152,0.686726941,0.810949954,0.356801877,35.15053386,0.859901031,10.02631579,2.305213215,54286,38,Warrensville Heights,0.544187585,0.138696425,0.084444005,0.066646303,-0.030473208,1,0.862795276,0.642278338,23.60734294,694.9,0.455971129,13,0.084415584,0.290543602,221.6,0.145406824,0.381322467,136,0.883116883,0.939742988,0,,0.060190525,0.461497516,13,151.4,0.099343832,0.084415584,61,0.396103896,0.629367854,1032.1,1314.9,16,11,34,536.9789648,1524,536.9789648,1344.558375,-0.448061193,12.68454248,36,67,154,54.26165392,0.908766234,"MultiPolygon (((-81.5361559999999912 41.45543500000000137, -81.53299499999999966 41.45543500000000137, -81.53299499999999966 41.45445699999999789, -81.53612400000000093 41.45446899999999602, -81.53614000000000317 41.45485800000000154, -81.536155999999991"
390351965001009,26,0.097014925,201.6,0.113988465,7456000,31683,0.955727694,0.872976418,1690.3,0.849881262,0.72229816,0.861940299,3.1683,0.119459074,0.261311581,231,0.049829321,52,0.183761167,325,0.194029851,0.08420654,25,7.890666919,0.475022489,3.90352E+14,0.464196029,0.91045709,0.899546499,0.727898547,0.828932112,0.37408616,35.74454518,-0.071648174,6.623970037,1.890694894,24191,46,Cleveland,0.592541249,0.2147583,0.150505518,0.083745139,0.029523983,1,0.955727694,0.872976418,19.56885396,201.6,0.113988465,0,0,0,0,0,0,133,0.496268657,0.704463382,29,Fairfax,0.056460323,0.491987578,6,25.6,0.014474726,0.02238806,87,0.324626866,0.569760358,1503.1,1690.3,28,17,42,558.2173405,1768.6,558.2173405,1590.937938,0.204768233,11.36256036,36,62,268,84.58794937,0.929384328,"MultiPolygon (((-81.63650299999999049 41.49618199999999746, -81.63573499999999683 41.49620399999999876, -81.63572999999999524 41.49337200000000081, -81.63633299999999338 41.49337299999999829, -81.6369370000000032 41.49337099999999623, -81.636937000000003"
390351965002003,6,0.041666667,40.2,0.030533192,18493800,23637,0.986328422,0.959543446,1298.6,0.868449035,0.754203727,0.840277778,2.3637,0.202540104,0.313480006,121,0.158204428,26,0.27092511,356.7,0.180555556,0.107928241,18,7.615179591,0.514745308,3.90352E+14,0.302462067,0.828696809,0.71357189,0.36333999,0.6867384,0.402513599,36.63310382,0.179137071,9.271830986,2.226980877,36500,46,Cleveland,0.548982259,0.190610498,0.160051467,0.085948454,0.02303101,0.990291262,0.986328422,0.959543446,43.57574988,47.7,0.036229683,1,0.006944444,0.083333333,7.5,0.005696491,0.075475102,229,1.590277778,1.261062163,29,Fairfax,0.102912809,0.422476672,26,354.3,0.269102233,0.180555556,103,0.715277778,0.845740964,1143.4,1298.6,19,19,65,557.0080806,1316.6,557.0080806,939.48875,-0.53191229,9.730507256,23,103,144,60.92143673,0.831866197,"MultiPolygon (((-81.63166499999999814 41.49722799999999978, -81.63256799999999203 41.49721900000000119, -81.63257699999999772 41.50009899999999874, -81.63214800000000082 41.5000829999999965, -81.63169700000000262 41.50006700000000137, -81.631664999999998"
